Url,Fr_Filename
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-0-cadre-principal-des-directives-et-ordonnances-administratives-de-la-defense.html,1000-0-cadre-principal-des-directives-et-ordonnances-administratives-de-la-defense.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-10-cadre-strategique-de-la-gestion-des-services-administratifs-du-ministere-de-la-defense-nationale-et-des-forces-armees-canadiennes.html,1000-10-cadre-strategique-de-la-gestion-des-services-administratifs-du-ministere-de-la-defense-nationale-et-des-forces-armees-canadiennes.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-11-cadre-strategique-de-la-gestion-de-linfrastructure-et-de-lenvironnement.html,1000-11-cadre-strategique-de-la-gestion-de-linfrastructure-et-de-lenvironnement.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-1-directives-et-ordonnances-administratives-de-la-defense.html,1000-1-directives-et-ordonnances-administratives-de-la-defense.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-2-communication-de-politiques-au-sein-du-mdn-et-des-fc.html,1000-2-communication-de-politiques-au-sein-du-mdn-et-des-fc.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-3-disposition-des-attaches-de-signature-dans-la-correspondance.html,1000-3-disposition-des-attaches-de-signature-dans-la-correspondance.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-4-cadre-strategique-de-la-gestion-du-materiel-et-des-biens.html,1000-4-cadre-strategique-de-la-gestion-du-materiel-et-des-biens.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-5-cadre-strategique-de-la-gestion-financiere.html,1000-5-cadre-strategique-de-la-gestion-financiere.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-7-cadre-strategique-de-la-gestion-du-personnel-militaire.html,1000-7-cadre-strategique-de-la-gestion-du-personnel-militaire.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-8-cadre-strategique-de-la-gestion-de-la-securite-et-de-la-surete.html,1000-8-cadre-strategique-de-la-gestion-de-la-securite-et-de-la-surete.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1000/1000-9-cadre-strategique-de-la-gestion-des-employes-du-ministere-de-la-defense-nationale.html,1000-9-cadre-strategique-de-la-gestion-des-employes-du-ministere-de-la-defense-nationale.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1001/1001-0-acces-a-linformation.html,1001-0-acces-a-linformation.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-0-application-de-la-loi-sur-la-protection-des-renseignements-personnels.html,1002-0-application-de-la-loi-sur-la-protection-des-renseignements-personnels.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-1-demandes-de-renseignements-personnels-vertu-loi-protection-des-renseignements-personnels.html,1002-1-demandes-de-renseignements-personnels-vertu-loi-protection-des-renseignements-personnels.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-2-demandes-non-officielles-de-renseignements-personnels.html,1002-2-demandes-non-officielles-de-renseignements-personnels.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-3-gestion-des-renseignements-personnels.html,1002-3-gestion-des-renseignements-personnels.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-4-gestion-des-incidents-relatifs-a-la-vie-privee.html,1002-4-gestion-des-incidents-relatifs-a-la-vie-privee.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-5-evaluations-des-facteurs-relatifs-a-la-vie-privee.html,1002-5-evaluations-des-facteurs-relatifs-a-la-vie-privee.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1002/1002-6-divulgation-de-renseignements-personnels.html,1002-6-divulgation-de-renseignements-personnels.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1003/1003-0-planification-de-la-continuite-operationnelle.html,1003-0-planification-de-la-continuite-operationnelle.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1003/1003-1-programme-de-planification-de-la-continuite-operationnelle.html,1003-1-programme-de-planification-de-la-continuite-operationnelle.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1004/1004-0-stationnement.html,1004-0-stationnement.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1004/1004-1-administration-du-stationnement.html,1004-1-administration-du-stationnement.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1005/1005-1-remise-des-recettes-tirees-de-la-vente-de-biens-excedentaires.html,1005-1-remise-des-recettes-tirees-de-la-vente-de-biens-excedentaires.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1006/1006-1-radiation-de-materiel.html,1006-1-radiation-de-materiel.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1016/1016-0-gestion-des-depenses.html,1016-0-gestion-des-depenses.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1016/1016-1-utilisation-des-cartes-dachat.html,1016-1-utilisation-des-cartes-dachat.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1017/1017-0-activites-daccueil-au-canada.html,1017-0-activites-daccueil-au-canada.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1017/1017-1-modalites-relatives-aux-activites-daccueil-au-canada.html,1017-1-modalites-relatives-aux-activites-daccueil-au-canada.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-1000/1018/1018-0-gestion-des-recettes.html,1018-0-gestion-des-recettes.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2001/2001-0-visites-de-ressortissants-etrangers-au-mdn-et-aux-fc.html,2001-0-visites-de-ressortissants-etrangers-au-mdn-et-aux-fc.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2001/2001-1-procedures-relatives-aux-visites-de-ressortissants-etrangers-au-mdn-et-aux-fc.html,2001-1-procedures-relatives-aux-visites-de-ressortissants-etrangers-au-mdn-et-aux-fc.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2005/2005-0-chiens-dassistance.html,2005-0-chiens-dassistance.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2005/2005-1-acces-des-chiens-dassistance-aux-etablissements-de-defense.html,2005-1-acces-des-chiens-dassistance-aux-etablissements-de-defense.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2006/2006-0-securite-de-la-defense.html,2006-0-securite-de-la-defense.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2006/2006-1-procedures-protection-divulgation-autorisee-renseignements.html,2006-1-procedures-protection-divulgation-autorisee-renseignements.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2007/2007-0-securite.html,2007-0-securite.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2007/2007-1-programme-de-securite-generale.html,2007-1-programme-de-securite-generale.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2007/2007-2-usage-cannabis-employes.html,2007-2-usage-cannabis-employes.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-0-politique-daffaires-publiques.html,2008-0-politique-daffaires-publiques.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-1-obligations-et-responsabilites-en-matiere-daffaires-publiques.html,2008-1-obligations-et-responsabilites-en-matiere-daffaires-publiques.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-2-relations-avec-les-medias-et-annonces-publiques.html,2008-2-relations-avec-les-medias-et-annonces-publiques.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-3-gestion-des-problemes-et-des-crises.html,2008-3-gestion-des-problemes-et-des-crises.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-4-affaires-publiques-doctrine-militaire-et-operations-des-forces-armees-canadiennes.html,2008-4-affaires-publiques-doctrine-militaire-et-operations-des-forces-armees-canadiennes.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-5-planification-et-execution-du-programme-daffaires-publiques.html,2008-5-planification-et-execution-du-programme-daffaires-publiques.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-6-diffusion-dinformation-sur-internet.html,2008-6-diffusion-dinformation-sur-internet.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-7-programme-parlementaire-des-forces-canadiennes.html,2008-7-programme-parlementaire-des-forces-canadiennes.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-8-utilisation-officielle-medias-sociaux.html,2008-8-utilisation-officielle-medias-sociaux.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2008/2008-9-recherche-opinion-publique.html,2008-9-recherche-opinion-publique.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2009/2009-0-conferences.html,2009-0-conferences.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2009/2009-1-conferences-parrainage-et-participation.html,2009-1-conferences-parrainage-et-participation.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2010/2010-0-modelisation-et-simulation.html,2010-0-modelisation-et-simulation.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2010/2010-1-gestion-de-la-modelisation-et-simulation.html,2010-1-gestion-de-la-modelisation-et-simulation.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2011/2011-0-architecture-d-entreprise.html,2011-0-architecture-d-entreprise.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2011/2011-1-programme-d-architecture-d-entreprise.html,2011-1-programme-d-architecture-d-entreprise.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2015/2015-0-navigabilite.html,2015-0-navigabilite.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2015/2015-2-enquetes-sur-la-navigabilite-rapports-et-renseignements-proteges.html,2015-2-enquetes-sur-la-navigabilite-rapports-et-renseignements-proteges.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2017/2017-0-griefs-militaires.html,2017-0-griefs-militaires.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2017/2017-1-processus-de-grief-militaire.html,2017-1-processus-de-grief-militaire.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2020/2020-0-force-de-reserve.html,2020-0-force-de-reserve.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2020/2020-1-premiere-reserve.html,2020-1-premiere-reserve.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2020/2020-2-rangers-canadiens.html,2020-2-rangers-canadiens.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2020/2020-3-service-dadministration-et-dinstruction-des-organisations-de-cadets.html,2020-3-service-dadministration-et-dinstruction-des-organisations-de-cadets.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2020/2020-4-reserve-supplementaire.html,2020-4-reserve-supplementaire.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2020/2020-5-ententes-sur-le-service-a-letranger-des-forces-de-reserve.html,2020-5-ententes-sur-le-service-a-letranger-des-forces-de-reserve.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2050/2050-0-securite-laser.html,2050-0-securite-laser.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2050/2050-1-programme-de-securite-laser.html,2050-1-programme-de-securite-laser.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2051/2051-0-securite-dans-le-champ-de-tir.html,2051-0-securite-dans-le-champ-de-tir.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-2000/2052/2052-0-securite-en-campagne.html,2052-0-securite-en-campagne.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3000/3000-0-acquisition-et-soutien-du-materiel.html,3000-0-acquisition-et-soutien-du-materiel.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3001/3001-0-gestion-de-linformation-acquisition-et-soutien-du-materiel.html,3001-0-gestion-de-linformation-acquisition-et-soutien-du-materiel.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3001/3001-1-instruction-relative-a-la-gestion-de-linformation-acquisition-et-soutien-du-materiel.html,3001-1-instruction-relative-a-la-gestion-de-linformation-acquisition-et-soutien-du-materiel.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-0-munitions-et-explosifs.html,3002-0-munitions-et-explosifs.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-1-certification-des-munitions-et-explosifs.html,3002-1-certification-des-munitions-et-explosifs.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-2-munitions-a-risques-attenues.html,3002-2-munitions-a-risques-attenues.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-3-programme-de-securite-des-munitions-et-des-explosifs.html,3002-3-programme-de-securite-des-munitions-et-des-explosifs.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-4-rapports-sur-les-accidents-incidents-defectuosites-ou-defaillances-de-munitions-ou-dexplosifs.html,3002-4-rapports-sur-les-accidents-incidents-defectuosites-ou-defaillances-de-munitions-ou-dexplosifs.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-5-utilisation-darmes-a-feu-de-munitions-et-dexplosifs.html,3002-5-utilisation-darmes-a-feu-de-munitions-et-dexplosifs.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-6-pieces-pyrotechniques-a-grand-deploiement.html,3002-6-pieces-pyrotechniques-a-grand-deploiement.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3002/3002-7-gestion-des-risques-lies-aux-munitions-et-explosifs.html,3002-7-gestion-des-risques-lies-aux-munitions-et-explosifs.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3003/3003-1-exigences-relatives-aux-marchandises-controlees-en-matiere-de-gestion-de-securite-et-dacces.html,3003-1-exigences-relatives-aux-marchandises-controlees-en-matiere-de-gestion-de-securite-et-dacces.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3004/3004-0-passation-de-marches.html,3004-0-passation-de-marches.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3004/3004-1-apercu-des-procedures-de-passation-des-marches.html,3004-1-apercu-des-procedures-de-passation-des-marches.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3004/3004-2-marches-de-services.html,3004-2-marches-de-services.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3005/3005-0-soutien-du-materiel.html,3005-0-soutien-du-materiel.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3007/3007-0-soutien-logistique-integre.html,3007-0-soutien-logistique-integre.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3008/3008-0-propriete-intellectuelle.html,3008-0-propriete-intellectuelle.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3009/3009-0-qualite-des-materiels-et-des-services.html,3009-0-qualite-des-materiels-et-des-services.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3009/3009-1-gestion-de-la-qualite.html,3009-1-gestion-de-la-qualite.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3009/3009-2-assurance-officielle-de-la-qualite-aoq.html,3009-2-assurance-officielle-de-la-qualite-aoq.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3012/3012-0-services-dalimentation.html,3012-0-services-dalimentation.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3012/3012-2-gestion-de-la-securite-alimentaire-et-de-la-defense-alimentaire.html,3012-2-gestion-de-la-securite-alimentaire-et-de-la-defense-alimentaire.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3013/3013-0-alienation-de-materiel.html,3013-0-alienation-de-materiel.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3013/3013-1-alienation-du-materiel-excedentaire.html,3013-1-alienation-du-materiel-excedentaire.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3014/3014-0-carburants-et-lubrifiants.html,3014-0-carburants-et-lubrifiants.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3014/3014-1-gestion-des-carburants-et-des-lubrifiants.html,3014-1-gestion-des-carburants-et-des-lubrifiants.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3015/3015-0-achats-ecologiques.html,3015-0-achats-ecologiques.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3015/3015-1-gestion-des-achats-ecologiques.html,3015-1-gestion-des-achats-ecologiques.html
https://www.canada.ca/fr/ministere-defense-nationale/organisation/politiques-normes/directives-ordonnances-administratives-defense/serie-3000/3016/3016-0-exception-au-titre-de-la-securite-nationale-dans-les-accords-commerciaux.html,3016-0-exception-au-titre-de-la-securite-nationale-dans-les-accords-commerciaux.html
